Time(ms)	Big Toe D	Meta 1 D	Meta 5 D 	Heel D	GDX	GDY	GDZ	ADX	ADY	ADZ	HDX	HDY	HDZ
63560	0	0	0	419,7271773	-751	1032	-272	-56	154	191	-3	47	-80
63570	0	0	0	377,7544596	-680	964	-276	-62	127	189	-3	48	-79
63580	0	0	10,49317943	314,795383	-592	970	-295	-56	108	205	-2	48	-80
63610	0	0	0	335,7817419	-609	1344	-399	-31	9	197	-2	48	-80
63620	0	0	10,49317943	209,8635887	-545	1515	-410	-36	-31	194	-2	48	-80
63630	10,49317943	0	10,49317943	262,3294858	-624	1534	-462	-53	-49	301	-1	47	-80
63640	10,49317943	0	10,49317943	398,7408185	-503	1341	-357	-55	-99	276	0	48	-80
63650	0	0	10,49317943	293,8090241	-113	1068	-211	-36	-72	267	-2	47	-81
63660	10,49317943	0	10,49317943	167,8908709	-309	950	-361	-30	-45	236	-1	48	-80
63670	0	0	0	146,9045121	-436	741	-430	-50	-14	187	-1	47	-81
63680	0	0	0	104,9317943	-327	587	-430	-33	9	186	-1	48	-80
63690	0	0	10,49317943	157,3976915	-370	353	-475	-47	35	170	-1	47	-81
63700	0	0	10,49317943	188,8772298	-229	191	-439	-59	65	203	-1	47	-82
63730	0	0	10,49317943	167,8908709	-9	-149	-169	-69	72	186	-2	46	-83
63740	0	0	10,49317943	83,94543547	-28	-400	-148	-97	72	206	-1	46	-83
63750	0	0	0	104,9317943	-77	-613	-104	-65	47	149	-2	46	-83
63760	10,49317943	0	0	146,9045121	-77	-613	-104	-58	66	168	-2	45	-83
63770	0	0	10,49317943	73,45225603	-180	-603	-109	-71	51	186	-2	45	-84
63780	0	0	10,49317943	125,9181532	-246	-630	-102	-84	31	247	-2	45	-84
63790	0	0	10,49317943	73,45225603	-188	-560	-71	-67	8	251	-1	43	-84
63800	0	0	10,49317943	83,94543547	29	-349	23	-81	3	231	-3	43	-84
63810	0	0	10,49317943	83,94543547	34	-236	-14	-31	5	245	-1	42	-86
63820	0	0	0	94,4386149	-143	-157	-98	-51	-1	233	-2	43	-85
63850	0	0	10,49317943	73,45225603	-336	263	-158	-40	-11	293	-2	41	-85
63860	0	0	10,49317943	52,46589717	-100	-83	-42	-41	-24	243	-2	41	-85
63870	10,49317943	0	0	52,46589717	-207	-265	-59	-63	15	215	-3	39	-85
63880	0	0	10,49317943	52,46589717	-209	-91	-40	-76	34	236	-3	40	-86
63890	0	0	0	52,46589717	-135	-203	10	-78	43	188	-3	39	-86
63900	0	0	0	41,97271773	-152	-365	19	-79	59	213	-2	38	-86
63910	10,49317943	0	0	41,97271773	-152	-365	19	-79	77	200	-3	37	-86
63920	0	0	0	41,97271773	-124	-475	3	-39	56	157	-3	37	-86
63930	0	0	10,49317943	41,97271773	-200	-370	-32	-57	85	184	-3	37	-86
63940	10,49317943	0	10,49317943	31,4795383	-363	-210	-87	-50	23	120	-4	35	-86
63970	0	0	10,49317943	41,97271773	-458	183	-27	-40	-80	255	-3	32	-86
63980	0	0	0	41,97271773	-336	104	95	-46	-48	443	-3	32	-86
63990	0	0	10,49317943	62,9590766	-246	506	110	-43	-110	354	-4	31	-86
64000	0	0	0	41,97271773	279	589	133	-43	-55	251	-4	30	-85
64010	10,49317943	0	0	41,97271773	-99	533	-37	-73	-3	244	-3	29	-84
64020	0	0	10,49317943	52,46589717	-185	492	-95	-53	5	201	-5	28	-84
64030	0	0	0	41,97271773	-184	474	-79	-67	7	163	-4	27	-84
64040	10,49317943	0	0	52,46589717	-368	404	-144	-71	17	197	-3	26	-82
64050	10,49317943	0	10,49317943	31,4795383	-434	475	-179	-35	34	202	-5	26	-82
64060	0	0	0	41,97271773	-354	470	-190	-65	22	223	-5	25	-82
64090	0	10,49317943	0	31,4795383	-176	273	-173	-63	47	201	-7	23	-79
64100	0	10,49317943	10,49317943	20,98635887	-316	234	-217	-82	41	207	-6	23	-78
64110	0	0	0	20,98635887	-324	235	-226	-65	23	164	-7	24	-79
64120	0	10,49317943	0	20,98635887	-238	262	-178	-68	30	184	-7	23	-77
64130	0	0	0	20,98635887	-332	282	-137	-53	58	200	-8	23	-77
64140	10,49317943	0	10,49317943	20,98635887	-12	408	41	-90	28	210	-8	22	-76
64150	0	0	0	20,98635887	158	613	126	-66	41	254	-7	22	-75
64160	0	0	0	20,98635887	407	593	187	-63	7	342	-8	23	-75
64170	0	0	10,49317943	20,98635887	530	228	172	-88	-18	369	-8	23	-75
64180	0	0	10,49317943	20,98635887	399	-240	68	-101	-27	302	-9	23	-74
64210	0	0	10,49317943	20,98635887	795	833	134	-59	55	254	-10	23	-73
64220	0	0	0	20,98635887	795	833	134	-56	100	189	-10	23	-72
64230	0	0	10,49317943	20,98635887	92	901	-138	-56	133	143	-10	23	-72
64240	0	0	0	20,98635887	-395	1004	-317	-61	143	100	-11	24	-71
64250	0	0	10,49317943	20,98635887	-871	1014	-456	-65	152	81	-10	25	-70
64260	0	0	10,49317943	20,98635887	-1097	786	-466	-103	125	63	-10	25	-70
64270	10,49317943	0	10,49317943	20,98635887	-1189	375	-337	-95	137	147	-11	25	-70
64280	0	0	10,49317943	20,98635887	-657	-97	-158	-93	101	196	-12	25	-69
64290	10,49317943	0	10,49317943	20,98635887	717	-500	232	-86	31	183	-12	26	-69
64300	0	0	0	20,98635887	1438	-425	442	-86	3	196	-12	25	-70
64330	0	0	10,49317943	41,97271773	679	-170	242	-46	-152	353	-12	25	-69
64340	0	0	10,49317943	31,4795383	709	-849	262	-41	-168	337	-13	26	-69
64350	10,49317943	0	10,49317943	31,4795383	-715	-712	-154	-53	-46	272	-12	26	-70
64360	0	0	10,49317943	31,4795383	-457	-124	-262	-38	-38	199	-13	26	-69
64370	0	0	10,49317943	20,98635887	-450	30	-329	-68	37	276	-13	26	-68
64380	0	0	10,49317943	20,98635887	-450	30	-329	-53	81	280	-13	27	-67
64390	0	0	0	20,98635887	111	2	-200	-80	62	174	-13	26	-68
64400	0	0	0	31,4795383	1035	-287	147	-94	91	202	-13	26	-67
64410	0	0	10,49317943	20,98635887	367	-415	77	-109	104	183	-14	26	-67
64420	0	0	10,49317943	20,98635887	106	-118	127	-103	127	141	-13	26	-67
64450	0	0	0	20,98635887	-269	297	159	-117	94	13	-12	28	-65
64460	0	0	10,49317943	31,4795383	-522	749	154	-108	53	56	-13	29	-65
64470	10,49317943	0	0	31,4795383	-586	1401	162	-59	26	151	-11	29	-65
64480	10,49317943	0	0	31,4795383	-378	1793	216	-108	20	142	-11	30	-65
64490	0	10,49317943	0	31,4795383	-11	2150	409	-123	-60	227	-10	30	-64
64500	0	10,49317943	10,49317943	31,4795383	341	1788	621	-116	-87	298	-9	30	-63
64510	0	0	0	52,46589717	670	408	879	-101	-99	337	-10	30	-64
64520	0	0	0	52,46589717	638	-199	856	-122	-95	525	-10	31	-64
64530	0	0	10,49317943	62,9590766	638	-199	856	-22	-156	389	-9	31	-64
64540	0	0	0	62,9590766	929	-213	892	-54	-124	370	-8	32	-63
64570	0	10,49317943	10,49317943	52,46589717	-1139	1440	-221	-58	13	217	-8	33	-62
64580	10,49317943	0	10,49317943	52,46589717	-989	933	-134	-90	67	147	-8	35	-63
64590	0	0	10,49317943	41,97271773	-607	648	-67	-69	83	88	-8	35	-62
64600	0	10,49317943	0	52,46589717	-559	260	-91	-95	105	130	-8	36	-62
64610	0	0	0	52,46589717	-363	-16	-17	-79	90	73	-7	35	-61
64620	0	10,49317943	10,49317943	52,46589717	-148	-25	80	-82	104	119	-8	37	-61
64630	10,49317943	0	10,49317943	52,46589717	90	155	135	-70	60	137	-8	37	-63
64640	0	0	0	62,9590766	284	599	145	-78	54	198	-8	37	-62
64650	0	0	10,49317943	62,9590766	388	659	51	-81	-19	172	-7	38	-63
64660	0	0	0	115,4249738	684	249	47	-64	3	324	-8	38	-63
64690	0	0	0	304,3022036	573	-962	92	-44	-66	375	-8	38	-65
64700	0	0	0	241,343127	439	-917	-88	-29	11	201	-9	38	-65
64710	0	0	0	83,94543547	271	-411	-267	-17	93	136	-9	38	-65
64720	10,49317943	0	0	83,94543547	-12	-170	-315	-35	148	45	-8	38	-66
64730	0	0	0	73,45225603	8	200	-345	-87	197	46	-9	37	-65
64740	0	0	0	83,94543547	417	692	-392	-60	190	43	-9	38	-67
64750	10,49317943	0	0	73,45225603	543	374	-369	-109	176	86	-9	37	-67
64760	10,49317943	0	0	125,9181532	528	442	-476	-62	110	94	-9	38	-67
64770	0	0	0	167,8908709	482	1138	-610	-94	47	214	-9	36	-67
64780	0	0	0	272,8226653	244	533	-432	-102	-20	446	-9	37	-68
64810	0	0	0	304,3022036	22	-231	-70	-47	-81	198	-10	36	-68
64820	0	0	0	251,8363064	-158	417	-292	-44	-33	192	-10	37	-69
64830	0	0	0	314,795383	-361	830	-485	-53	-56	133	-10	35	-68
64840	10,49317943	0	0	367,2612802	-361	830	-485	-59	-41	274	-10	35	-68
64850	0	-10,49317943	0	283,3158447	-459	939	-450	-64	-79	282	-10	35	-68
64860	0	0	0	356,7681007	-425	779	-252	-73	-48	253	-10	36	-67
64870	0	0	0	409,2339979	-462	102	-13	-83	-32	208	-11	35	-69
64880	10,49317943	0	0	283,3158447	-389	-67	55	-70	-21	159	-11	35	-68
64890	0	0	0	325,2885624	-259	-186	55	-45	-16	214	-10	34	-67
64900	10,49317943	0	0	398,7408185	-305	-293	-36	-54	-33	250	-10	35	-67
64930	0	0	0	293,8090241	-346	281	-56	-87	27	125	-10	35	-66
64940	0	0	0	314,795383	-321	519	-31	-74	11	91	-12	35	-66
64950	0	0	0	272,8226653	-324	448	-17	-65	44	165	-11	35	-67
64960	0	0	0	283,3158447	261	324	188	-63	-1	147	-11	35	-66
64970	0	0	0	367,2612802	181	-72	123	-63	8	226	-11	35	-67
64980	0	0	0	430,2203568	159	-67	120	-83	-33	281	-11	35	-66
64990	0	0	0	440,7135362	159	-67	151	-91	-8	324	-12	34	-66
65000	10,49317943	0	0	419,7271773	242	-142	151	-66	-20	261	-11	35	-66
65010	0	0	0	346,2749213	387	51	178	-97	-15	226	-11	35	-65
65020	0	0	0	346,2749213	228	243	100	-53	-4	188	-12	35	-65
65050	0	0	0	388,247639	184	-439	59	-48	40	208	-12	37	-65
65060	0	0	0	367,2612802	325	-456	80	-83	65	176	-11	36	-64
65070	0	0	0	335,7817419	-79	-270	-42	-85	58	135	-11	37	-63
65080	0	-10,49317943	0	272,8226653	-378	-177	-87	-87	47	152	-12	39	-63
65090	0	0	0	199,3704092	-579	-11	-123	-77	14	210	-12	39	-62
65100	0	0	0	293,8090241	-547	-42	-84	-127	-4	289	-11	41	-63
65110	10,49317943	0	0	451,2067156	-268	-167	55	-84	-33	570	-12	42	-62
65120	10,49317943	0	0	409,2339979	731	-580	364	-131	-68	313	-10	42	-63
65130	0	0	0	912,9066107	623	-516	223	-91	63	214	-10	44	-64
65140	0	0	0	335,7817419	8	-311	-7	-63	68	118	-9	44	-64
65170	0	10,49317943	0	262,3294858	-726	-127	-173	-64	90	135	-8	46	-65
65180	0	0	0	188,8772298	-475	201	-60	-92	63	141	-8	47	-66
65190	0	0	0	293,8090241	-252	259	24	-93	47	201	-7	47	-67
65200	0	0	0	388,247639	-451	373	-30	-124	35	312	-6	48	-67
65210	0	0	0	482,6862539	-397	486	16	-74	-40	195	-5	48	-68
65220	0	0	0	409,2339979	-63	711	135	-81	6	158	-5	48	-68
65230	0	0	0	293,8090241	-325	960	47	-54	-1	75	-2	49	-69
65240	10,49317943	0	0	409,2339979	-95	1689	96	-107	-21	465	-2	49	-70
65250	0	0	0	619,0975866	85	1698	207	-116	-154	430	-1	49	-70
65260	0	0	0	524,6589717	365	360	346	-166	-96	383	0	49	-70
65270	10,49317943	0	0	556,13851	-401	-32	-24	-71	-36	210	-1	48	-70
65280	0	0	0	524,6589717	226	316	12	-32	-41	125	1	48	-71
65290	0	10,49317943	0	409,2339979	-339	308	-189	-57	-9	155	1	48	-71
65300	0	0	0	451,2067156	-339	308	-171	-40	17	85	3	49	-71
65310	10,49317943	0	0	377,7544596	-327	646	-171	-26	55	100	3	49	-72
65340	0	0	0	535,1521511	78	430	61	-135	-98	319	5	49	-73
65350	10,49317943	0	0	650,5771249	72	91	59	-104	-31	419	5	49	-74
65360	0	0	0	881,4270724	344	35	119	-149	-46	457	5	48	-74
65370	0	0	0	745,0157398	957	-666	232	-114	-33	326	5	47	-75
65380	10,49317943	0	0	629,590766	981	-678	191	-58	38	182	7	46	-75
65390	10,49317943	0	0	398,7408185	422	-483	-21	-58	91	53	7	46	-76
65400	0	0	0	419,7271773	-104	-306	-179	-67	117	30	7	46	-78
65410	10,49317943	0	0	314,795383	-373	78	-228	-75	90	67	7	46	-78
65420	0	0	0	482,6862539	-429	587	-198	-177	38	449	8	45	-78
65430	0	0	0	566,6316894	-310	253	-6	-147	-75	436	9	45	-78
65460	10,49317943	0	0	314,795383	-315	-494	-80	-82	21	234	9	44	-79
65470	0	0	0	346,2749213	-314	-153	-138	-23	44	245	10	43	-80
65480	0	0	0	262,3294858	-171	-117	-103	-99	36	236	9	42	-80
65490	0	0	0	188,8772298	-264	-457	-175	-73	89	183	9	43	-80
65500	0	0	0	136,4113326	-303	-616	-253	-72	92	158	8	42	-80
65510	10,49317943	0	0	115,4249738	-371	-663	-406	-63	94	116	8	42	-81
65520	10,49317943	0	10,49317943	73,45225603	-464	-631	-457	-61	109	176	8	41	-81
65530	0	0	0	62,9590766	-102	-575	-387	-23	80	126	8	42	-81
65540	0	0	0	52,46589717	108	-229	-424	-64	99	163	8	39	-81
65550	0	0	0	52,46589717	333	162	-320	-55	60	144	7	39	-82
65560	0	0	0	83,94543547	535	25	108	-101	-55	358	8	36	-82
65570	10,49317943	0	0	73,45225603	224	-437	38	-104	-47	390	8	36	-83
65580	0	0	0	62,9590766	242	-338	0	-104	-49	288	9	36	-83
65590	0	0	0	52,46589717	242	-338	0	-106	-12	262	8	36	-84
65600	0	10,49317943	10,49317943	52,46589717	450	-164	25	-59	-30	250	8	35	-83
65610	10,49317943	0	0	52,46589717	438	202	-11	-110	22	360	8	34	-84
65620	0	0	10,49317943	52,46589717	484	30	7	-93	21	261	8	33	-85
65630	0	10,49317943	0	52,46589717	453	-199	64	-66	44	216	8	33	-85
65640	0	10,49317943	0	52,46589717	337	-55	41	-94	101	198	8	31	-85
65650	10,49317943	10,49317943	0	41,97271773	353	246	91	-94	89	114	8	31	-85
65660	10,49317943	10,49317943	0	31,4795383	366	403	131	-142	131	174	8	29	-86
65670	10,49317943	0	10,49317943	52,46589717	448	123	85	-96	34	218	9	26	-86
65680	0	0	0	73,45225603	170	1204	-209	-25	57	149	8	25	-86
65690	10,49317943	0	10,49317943	62,9590766	192	1126	-63	-84	52	169	9	23	-85
65700	0	0	10,49317943	83,94543547	630	376	214	-113	36	276	8	22	-85
65710	10,49317943	0	10,49317943	167,8908709	468	-60	191	-87	-42	337	8	22	-84
65720	10,49317943	0	10,49317943	325,2885624	263	-538	110	-108	-55	471	8	20	-84
65730	10,49317943	0	10,49317943	230,8499475	263	-538	110	-119	-83	295	7	20	-83
65740	0	0	0	167,8908709	329	-490	153	-59	-21	189	7	19	-83
65750	0	0	10,49317943	157,3976915	-146	14	11	-86	4	138	6	19	-81
65760	10,49317943	0	0	230,8499475	-18	-57	80	-111	19	126	5	18	-81
65770	0	0	10,49317943	104,9317943	-528	816	-172	-40	-15	213	6	18	-78
65780	0	0	0	83,94543547	-201	967	-155	-73	-51	289	4	18	-79
65790	0	0	0	146,9045121	-99	141	-109	-75	-102	284	4	19	-77
65800	0	0	10,49317943	241,343127	-265	668	-280	-109	-51	341	4	19	-77
65810	0	0	0	304,3022036	-227	1532	-378	-41	-52	329	5	19	-77
65820	0	0	0	136,4113326	640	545	80	-118	-73	285	4	18	-76
65830	0	0	10,49317943	209,8635887	401	-156	125	-76	-33	172	3	20	-76
65840	10,49317943	0	10,49317943	62,9590766	34	-532	9	-68	3	72	3	19	-75
65850	0	0	0	62,9590766	-397	-496	-148	-51	29	101	3	19	-74
65860	0	0	0	52,46589717	-397	-496	-148	-48	37	137	2	19	-74
65870	10,49317943	0	0	62,9590766	-56	-372	-201	-92	8	170	1	21	-73
65880	10,49317943	0	0	62,9590766	271	-326	-57	-93	15	171	1	21	-72
65890	0	0	0	83,94543547	241	-285	-71	-70	14	502	1	21	-72
65900	0	0	0	335,7817419	215	-375	-54	-91	-96	497	0	22	-71
65910	0	0	0	146,9045121	761	-890	167	-63	-53	252	0	23	-72
65920	0	0	0	73,45225603	-380	-369	-102	-20	46	120	0	23	-70
65930	10,49317943	0	0	62,9590766	-1054	132	-309	-37	109	200	0	24	-71
65940	0	0	0	52,46589717	-949	651	-322	-41	86	102	0	24	-70
65950	0	0	0	62,9590766	-714	802	-208	-62	146	44	-1	26	-71
65960	0	0	10,49317943	62,9590766	-830	904	-229	-79	173	34	0	26	-71
65970	0	0	0	125,9181532	-392	662	-105	-73	79	154	0	26	-70
65980	0	0	0	272,8226653	-32	288	43	-106	25	245	0	27	-71
65990	0	0	0	367,2612802	-261	492	-86	-98	43	185	0	27	-71
66000	0	0	10,49317943	230,8499475	37	385	-54	-40	71	79	1	27	-70
66010	0	0	0	283,3158447	-232	307	-172	-40	89	44	1	28	-71
66020	0	0	0	293,8090241	-642	189	-287	-47	114	30	1	29	-71
66030	0	0	10,49317943	314,795383	-513	251	-262	-115	63	307	0	28	-71
66040	0	0	0	640,0839454	-201	107	-241	-120	-79	392	0	29	-71
66050	10,49317943	0	0	587,6180483	186	-196	-163	-58	-39	260	0	29	-71
66060	0	0	0	514,1657922	106	-62	-252	-77	1	159	1	29	-71
66070	0	0	10,49317943	524,6589717	-125	46	-296	-53	-2	156	1	29	-71
66080	0	0	0	755,5089192	325	-426	-89	-52	-8	178	1	30	-72
66090	10,49317943	0	10,49317943	514,1657922	98	-323	-128	-54	10	147	1	29	-72
66100	0	0	10,49317943	902,4134313	-44	-191	-169	-42	-20	125	2	30	-72
66110	0	0	0	640,0839454	-44	-191	-169	-48	42	150	1	30	-73
66120	10,49317943	0	0	828,9611752	88	93	-153	-81	7	204	1	29	-73
66130	10,49317943	0	10,49317943	451,2067156	368	520	-57	-141	-33	282	2	29	-73
66140	0	0	10,49317943	1080,797482	492	6	90	-152	-80	409	2	30	-73
66150	10,49317943	0	10,49317943	786,9884575	674	-750	238	-113	-49	359	2	29	-74
66160	0	0	0	472,1930745	711	-903	365	-25	44	208	1	29	-73
66170	0	0	10,49317943	545,6453305	1	-411	94	-27	50	110	2	29	-73
66180	0	0	0	640,0839454	-668	185	-242	-103	70	297	2	30	-73
66190	0	0	0	535,1521511	-328	621	-200	-38	48	165	2	30	-73
66200	0	0	0	598,1112277	-348	117	-165	-106	96	204	2	29	-73
66210	10,49317943	0	0	577,1248688	-450	63	-227	-92	74	144	2	29	-72
66220	10,49317943	0	0	482,6862539	-575	65	-316	-88	117	129	2	29	-72
66230	0	0	0	409,2339979	-733	12	-323	-80	121	121	2	31	-72
66240	0	0	10,49317943	503,6726128	-642	192	-313	-70	116	171	1	31	-72
66250	10,49317943	0	10,49317943	430,2203568	-642	192	-313	-56	88	115	1	30	-72
66260	0	0	10,49317943	472,1930745	-141	321	-150	-98	88	116	1	30	-72
66270	0	0	10,49317943	786,9884575	199	258	-28	-188	11	459	1	31	-72
66280	0	0	10,49317943	766,0020986	522	-439	178	-141	-83	288	2	31	-72
66290	0	0	0	577,1248688	-206	1298	-68	-22	-37	78	2	31	-72
66300	0	0	10,49317943	640,0839454	-144	1541	-20	-80	-56	160	1	32	-73
66310	0	0	10,49317943	587,6180483	-158	1319	-44	-81	-70	197	3	31	-73
66320	0	0	10,49317943	1049,317943	70	570	48	-120	-99	588	2	31	-73
66330	0	0	0	965,3725079	1087	-470	465	-134	-225	343	2	31	-72
66340	0	0	10,49317943	860,4407135	459	-814	172	-30	-12	203	2	32	-73
66350	0	0	0	923,3997901	-232	463	-162	-15	-4	95	2	31	-73
66360	0	0	0	703,043022	-447	800	-170	-44	46	71	2	32	-73
66370	0	0	0	703,043022	-575	774	-153	-11	47	38	4	33	-74
66380	0	0	10,49317943	797,4816369	-575	774	-153	-64	50	102	4	34	-74
66390	0	0	10,49317943	1017,838405	45	619	78	-83	-10	201	4	33	-75
66400	0	0	10,49317943	1038,824764	-145	880	-22	-116	38	210	4	33	-74
66410	0	0	0	1133,263379	-208	1286	-46	-92	-19	281	4	33	-75
66420	10,49317943	0	10,49317943	996,8520462	145	627	-37	-59	0	284	4	34	-75
66430	0	0	10,49317943	975,8656873	366	-208	-163	-34	19	219	4	33	-77
66440	0	0	10,49317943	1049,317943	692	-501	-247	-86	-13	236	4	34	-77
66450	10,49317943	0	0	1007,345226	565	-362	-254	-80	8	230	5	33	-77
66460	10,49317943	0	0	1091,290661	236	263	-219	-65	46	237	5	32	-78
66470	0	0	0	965,3725079	-4	455	-262	-59	27	185	6	33	-79
66480	0	0	0	1059,811123	-74	481	-244	-87	29	168	6	32	-79
66490	0	0	0	1290,66107	-35	-696	-183	-120	-138	469	7	29	-81
66500	0	0	0	1080,797482	-35	-696	-183	-57	-58	333	8	29	-81
66510	0	0	0	1080,797482	477	-604	-162	-40	-1	257	8	26	-81
66520	10,49317943	0	0	944,386149	467	311	-245	-53	9	211	8	27	-81
66530	0	0	0	828,9611752	272	707	-293	-58	46	189	8	25	-79
66540	0	0	0	828,9611752	-37	832	-359	-62	84	136	7	24	-79
66550	0	0	0	776,4952781	-30	452	-424	-48	114	198	7	25	-79
66560	10,49317943	0	10,49317943	849,9475341	-39	513	-504	-83	77	157	7	24	-78
66570	0	0	10,49317943	745,0157398	195	663	-388	-111	92	120	8	24	-78
66580	0	0	10,49317943	724,0293809	174	210	-248	-102	101	37	7	23	-77
66590	10,49317943	0	10,49317943	1248,688353	478	-695	-53	-74	97	132	6	22	-77
66600	0	0	10,49317943	734,5225603	-25	69	-55	-94	20	169	4	23	-75
66610	0	0	10,49317943	503,6726128	-25	69	-55	-79	58	93	3	24	-75
66620	0	0	0	514,1657922	-302	52	-229	-32	104	46	3	25	-74
66630	0	0	10,49317943	545,6453305	-716	-104	-421	-72	137	32	2	25	-76
66640	0	0	0	566,6316894	-948	-411	-543	-108	111	120	2	26	-74
66650	0	0	10,49317943	755,5089192	-926	-735	-576	-112	43	403	1	26	-74
66660	0	0	0	682,0566632	-494	-982	-415	-99	-72	295	1	26	-75
66670	0	0	10,49317943	745,0157398	460	-562	-83	-104	17	337	1	26	-75
66680	0	0	0	650,5771249	384	-391	25	-143	-31	253	1	27	-74
66690	0	0	10,49317943	556,13851	333	-843	95	-103	11	148	0	27	-74
66700	0	0	10,49317943	524,6589717	-798	0	11	-60	-2	95	-1	28	-75
66710	0	0	10,49317943	640,0839454	-613	432	79	-128	57	235	0	29	-74
66720	0	0	10,49317943	587,6180483	219	954	446	-80	-43	114	1	28	-75
66730	0	0	0	912,9066107	617	878	558	-147	-1	627	1	28	-75
66740	10,49317943	0	0	881,4270724	785	878	619	-155	-180	404	2	28	-76
66750	0	0	10,49317943	598,1112277	785	1029	619	-116	-6	166	2	28	-75
66760	0	0	10,49317943	545,6453305	-274	923	360	-115	32	135	1	27	-76
66770	10,49317943	0	10,49317943	661,0703043	-261	698	256	-80	27	122	3	27	-76
66780	0	0	0	356,7681007	-188	544	187	-62	95	135	3	28	-76
66790	0	0	10,49317943	482,6862539	-140	751	92	-92	116	81	3	26	-76
66800	0	0	0	1374,606506	1096	-888	699	-110	-324	650	2	25	-76
66810	0	0	10,49317943	923,3997901	1500	-2292	924	-165	-139	387	2	24	-76
66820	0	0	0	619,0975866	65	-1146	292	-77	37	194	2	25	-75
66830	10,49317943	0	0	556,13851	-411	96	-72	-96	74	186	2	25	-75
66840	0	0	0	556,13851	-126	40	30	-104	78	151	2	25	-74
66850	0	0	0	503,6726128	-41	-220	4	-129	105	130	1	26	-76
66860	0	0	10,49317943	577,1248688	56	-763	89	-151	61	219	0	26	-74
66870	0	0	0	566,6316894	-88	-1284	53	-112	13	191	1	26	-74
66880	0	0	0	577,1248688	-88	-1284	53	-89	17	261	0	27	-74
66890	0	0	10,49317943	608,6044071	-136	-1075	12	-96	48	313	0	26	-74
66900	0	0	0	724,0293809	429	-206	48	-108	101	160	1	27	-74
66910	0	0	10,49317943	493,1794334	87	-340	0	-26	83	144	-1	27	-75
66920	0	0	10,49317943	503,6726128	-31	-265	-119	-92	26	290	0	28	-74
66930	0	0	10,49317943	461,6998951	-241	48	-183	-89	-20	260	0	27	-75
66940	10,49317943	0	10,49317943	430,2203568	75	71	-89	-84	9	235	0	27	-75
66950	0	0	10,49317943	451,2067156	212	376	-65	-96	0	125	1	27	-74
66960	0	0	10,49317943	377,7544596	116	264	-75	-60	45	136	1	27	-75
66970	10,49317943	0	10,49317943	724,0293809	-300	759	-185	-27	-104	397	0	27	-75
66980	0	0	10,49317943	419,7271773	335	284	35	-100	-30	296	1	27	-74
66990	0	0	10,49317943	346,2749213	-729	571	-303	-21	7	38	1	27	-73
67000	0	0	0	346,2749213	-877	683	-396	-139	75	248	2	26	-73
67010	10,49317943	0	0	472,1930745	-853	868	-416	-129	-80	383	0	26	-73
67020	0	0	10,49317943	230,8499475	192	78	-11	-89	-85	234	0	25	-73
67030	0	0	0	503,6726128	203	-469	-56	-41	35	189	0	26	-74
67040	10,49317943	0	10,49317943	367,2612802	-389	246	-352	-60	14	121	0	26	-73
67050	10,49317943	0	0	314,795383	-260	967	-269	-105	29	166	0	25	-72
67060	0	0	10,49317943	1070,304302	-226	1375	-190	-98	-22	215	0	25	-71
67070	10,49317943	0	10,49317943	524,6589717	-120	980	-27	-58	-62	306	0	25	-72
67080	10,49317943	0	10,49317943	356,7681007	-135	571	162	-71	-94	216	0	26	-72
67090	0	0	10,49317943	556,13851	-183	238	111	-84	-63	246	0	26	-71
67100	0	0	10,49317943	650,5771249	-143	776	183	-99	-14	270	0	26	-72
67110	0	0	10,49317943	514,1657922	718	-435	-368	-77	4	191	-1	26	-73
67120	0	0	10,49317943	598,1112277	-157	10	-596	-60	42	89	0	27	-73
67130	10,49317943	0	10,49317943	503,6726128	-157	10	-596	-104	84	179	-1	27	-71
67140	0	0	10,49317943	661,0703043	-549	197	-565	-61	15	238	-2	27	-71
67150	0	0	10,49317943	577,1248688	-333	-295	-292	-109	-36	236	-1	28	-72
67160	0	0	0	671,5634837	-190	-622	-174	-72	-12	283	-2	29	-72
67170	0	0	0	682,0566632	-168	-8	-197	-50	-29	293	-2	29	-72
67180	10,49317943	0	10,49317943	703,043022	-83	77	-204	-76	-39	249	-1	30	-72
67190	0	0	0	535,1521511	-592	107	-325	-19	23	194	-2	30	-73
67200	0	10,49317943	0	430,2203568	-1051	18	-461	-61	95	129	-1	30	-73
67210	0	0	10,49317943	430,2203568	-508	166	-320	-70	41	174	-2	32	-73
67220	0	0	10,49317943	482,6862539	-378	-488	-59	-54	52	154	-1	31	-74
67230	10,49317943	0	0	346,2749213	-95	-625	154	-113	46	157	-1	32	-74
67240	0	0	10,49317943	430,2203568	50	-1245	289	-199	50	342	-2	31	-75
67250	0	10,49317943	0	587,6180483	859	-2329	562	-159	-139	285	-1	30	-75
67260	0	10,49317943	10,49317943	472,1930745	859	-2329	32	-166	-58	229	-1	31	-75
67270	0	0	0	419,7271773	553	-1813	32	-86	8	117	-2	31	-77
67280	10,49317943	10,49317943	0	388,247639	21	-743	-439	-155	55	177	-1	32	-77
67290	0	10,49317943	10,49317943	272,8226653	-306	-680	-463	-64	33	209	-2	31	-77
67300	0	10,49317943	0	377,7544596	106	-826	-153	-124	-15	323	-2	31	-77
67310	0	10,49317943	10,49317943	430,2203568	224	-981	-3	-118	18	252	-2	30	-80
